descrip1art,codbarras,principio_activo,concentracion,forma_farmaceutica,blister,origen,generico,fabricante,cantidad_presentacion,usuario,status,usuario_root,status2,PA_Alter_FF,PA_Alter_CON,LastUpdated,timestamp2,timestamp1,principio_activo_Des,concentracion_Des,forma_farmaceutica_Des,origen_Des,fabricante_Des,principio_activo_Score,concentracion_Score,forma_farmaceutica_Score,blister_Score,origen_Score,generico_Score,fabricante_Score,cantidad_presentacion_Score,Score_Final,blister_Des,generico_Des,cantidad_presentacion_Des,patrocinador,patrocinador_Des,patrocinador_Score,origen_dato,codigo_atc,indicaciones,contraindicaciones,almacenamiento,requiere_recipe,marca,marca_Des,marca_Score,contenido_neto,contenido_neto_Des,contenido_neto_Score,codigo_atc_Des,codigo_atc_Score,requiere_recipe_Des,requiere_recipe_Score,segmento_etario,segmento_etario_Des,segmento_etario_Score,es_medicamento,es_medicamento_Score,url_imagen,clasificacion_insumo_Des,elasticidad_demanda,elasticidad_demanda_Des
Termómetro oral de mercurio.,MQ00637,,,,,,,,1,,,,,,,2026-06-19 16:27:52.626666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
Cinta kinesiológica color piel de 5cm x 5m.,MQ00664,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Mascarilla de nebulización pediátrica Valemedic,MQ00671,,,,,,,,1,,,,,,,2026-06-19 16:27:52.626666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Valamedic,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Mascarilla de nebulización pediátrica Diphocare,MQ00674,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Diphocare,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Mascarilla de nebulización para adulto (Diphocare),MQ00675,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Diphocare,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Mono de cirujano desechable de 40g, talla M, con fecha de vencimiento 06/2028.",MQ00677,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Descartable,,
"Kit de paciente descartable con bata, cubrebotas y gorro.",MQ00679,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,1 kit,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Descartable,,
Sutura quirúrgica SUTUPAK 0 sin aguja de 75 cm (Devax),MQ00699,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura Catgut Crómico 0 CT1 aguja 1/2 circular no cortante 70cm (Devax),MQ00701,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura Catgut Crómico 1 aguja 1/2 circular no cortante 90 cm (Devax),MQ00702,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,1,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura Catgut Crómico 2-0 con aguja 1/2 circular no cortante de 70cm (Devax),MQ00703,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,2-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura de nylon 2-0 con aguja 3/8 circular cortante de 45 cm (Devax).,MQ00704,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,2-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura de nylon 2-0 con aguja recta cortante de 75 cm (Devax),MQ00705,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,2-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura Prolene 2-0 SC26 aguja 3/8 circular cortante 45cm.,MQ00710,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,2-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Sutura Prolene 2-0 KS aguja recta cortante 75 cm, Ref. 8623 (Devax)",MQ00711,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,2-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura Prolene 3-0 SC24 aguja 3/8 circular cortante 45cm.,MQ00712,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,3-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura de seda 0 con aguja 1/2 circular no cortante de 75 cm (Devax),MQ00714,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura de seda 1-0 con aguja 1/2 circular no cortante de 75cm (Devax),MQ00715,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,1-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Sutura Catgut Simple 0, aguja 1/2 circular no cortante, 75 cm (Devax)",MQ00716,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura Catgut Simple 1-0 con aguja 1/2 circular no cortante de 75cm (Devax),MQ00717,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,1-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura Vicryl 0 CT1 aguja 1/2 circular no cortante 70cm.,MQ00719,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Sutura Vicryl 1-0 CT1, aguja 1/2 circular no cortante, 70cm.",MQ00720,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,1-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Sutura Vicryl 2-0 SH, aguja 1/2 circular no cortante, 70 cm, Ref. 317 (Devax), FV. 10/2028",MQ00721,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,2-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Sutura Vicryl 3-0 SH, aguja 1/2 circular no cortante, 70cm, Ref. 316 (Devax), FV. 10/2027",MQ00722,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,3-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Gasa Vensalud 100 yardas, vencimiento 04/2029",MQ00730,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,100 yardas,,,,IA_FULL_ATTR_V1,,,,,,,Vensalud,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Bata de cirujano con puño elástico (CMV),MQ00750,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,CMV,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Torniquete plano azul,MQ00807,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Corrector de juanetes de silicona (izquierdo y derecho),MQ00886,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Pera vaginal con cánula flexible,MQ00899,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Cinta kinesiológica marrón de 5cm x 5m,MQ00910,,,,,,,,1,,,,,,,2026-06-19 16:27:52.630000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Adhesivo Leukoplast de seda blanco 3 x 10 yd.,MQ00927,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Leukoplast,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura Prolene 0 CT1 aguja 1/2 circular no cortante Ref 8424 (Devax),MQ00955,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Sutura Prolene 1-0 CT1 aguja 1/2 circular no cortante, Ref. 8425 (Devax), FV. 07/2030",MQ00956,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,1-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sutura Catgut Simple 3-0 con aguja 1/2 circular no cortante (Devax),MQ00957,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,3-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Sutura Vicryl Rapid 3-0 con aguja 3/8 circular cortante, referencia W9923 (Devax), vencimiento 10/2027.",MQ00958,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,3-0,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Kit de cesárea (CMV) con fecha de vencimiento 04/2029,MQ01123,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 kit,,,,IA_FULL_ATTR_V1,,,,,,,CMV,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Torniquete con broche de seguridad BIALY,MQ01163,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,BIALY,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Kit de admisión hospitalaria desechable (urinario, jarra, vaso, jabonera, bandeja, riñonera)",MQ01194,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 kit,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Descartable,,
Compresa Hot & Cold Pack Medium 200x100mm,MQ01195,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Compresa Hot & Cold Pack mediana 230x130mm,MQ01196,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Centro de cama sencillo Health Medical, 10 unidades, vencimiento 08/2029",MQ01254,,,,,,,,10,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,10 unidades,,,,IA_FULL_ATTR_V1,,,,,,,Health Medical,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Macrogoteros en Y Devax,MQ01273,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Kit de cirugía menor (13 piezas),MQ01276,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 kit,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Compresa caliente y fría talla L,MQ01335,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Lápiz electrocauterio Grossmed,MQ01377,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Grossmed,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
Bata de paciente estándar,MQ01397,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Sábana de camilla estándar,MQ01398,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Cubrebotas azules, paquete de 20 unidades.",MQ01399,,,,,,,,20,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,20 unidades,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Descartable,,
"Kit de paciente con bata, cubrebotas y gorro.",MQ01417,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 kit,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Descartable,,
"Kit de cirujano estéril que incluye gorro, cubrebotas, camisa y pantalón.",MQ01430,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 kit,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Cubrebotas azules con 2 ligas, paquete de 25 pares.",MQ01431,,,,,,,,25,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,25 pares,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Descartable,,
Pito urinario de plástico transparente (Selva),MQ01450,,,,,,,,1,,,,,,,2026-06-19 16:27:52.633333,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Selva,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Adhesivo Durapore 1 x 10 yd blanco (3M),MQ01456,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,3M,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Bolsa de sangre triple 450ml (JMS),MQ01465,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,JMS,,,450ml,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Kit de obstetricia 40g,MQ01487,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 kit,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Guante quirúrgico estéril Devax, sin polvo, número 6.5, vencimiento 06/2030",MQ01513,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 par,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Descartable,,
"Guante quirúrgico estéril Devax, sin polvo, número 7.0",MQ01514,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 par,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Descartable,,
"Guante quirúrgico estéril Devax, sin polvo, número 7.5",MQ01515,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 par,,,,IA_FULL_ATTR_V1,,,,,,,Devax,,,,,,,,,NO_DEFINIDO,,,False,,,Descartable,,
Andadera de aluminio BME811 (Alfa),MQ01518,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Alfa,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
Bastón de aluminio de un punto BME20072 (ALFA),MQ01519,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,ALFA,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
Bastón de bronce de un punto BME20072 (Alfa),MQ01520,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Alfa,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
Colchón antiescaras con compresor de aire.,MQ01521,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
Muleta de aluminio talla M (par) BME10011,MQ01522,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 par,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
Muleta de codo de aluminio BME3003,MQ01523,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
Dispositivo para ecografía fetal FDK201,MQ01535,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Equipo Médico,,
Adhesivo Leukoplast de seda blanco 2 (Brixmedic),MQ01537,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Leukoplast,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Apósito ocular oclusivo pediátrico Europtical 5.2x6.4cm, 1 unidad.",MQ01554,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Europtical,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
Solución de Lugol fuerte al 5-10% en frasco de 60ml (San Lorenzo),MQ01563,,,80,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,Yodo,5-10%,Solución,,,,,,,,,,,,,,60 ml,,,,IA_FULL_ATTR_V1,,,,,,,San Lorenzo,,,60ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
VITAMINA K AMP LIV-VIT,N17711,1133,1078,139,,2,,,1,,,,,,,2024-12-16 20:30:00.953333,,,Vitamina K,,Inyectable,,No especificado,,,,,,,,,,0,0,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,LIV-VIT,,2,,,,,False,,NO_DEFINIDO,,,True,,,Medicamento,,
"Gasa estéril, protector para juanetes, tensiómetro digital de muñeca, sutura de nylon y compresas de laparotomía estériles.",NO,,,,,,,,1,,,,,,,2026-06-19 16:27:52.636666,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
ALBENDAZOL 4% COASPHARMA,SAC_ALBEND_4,85,1048,45,,2,,,1,Jasmibel Perez,True,,False,,,2024-10-05 18:54:47.936666,,2024-08-14 15:56:00,Albendazol,4%,,,COASPHARMA,,,,,,,,,,0,1,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,COASPHARMA,,9,,,P02CA03,,False,,NO_DEFINIDO,,,True,,,Medicamento,,
ADH PAPEL BLANCO 1X10YRDS SEBIS,SH24100,,,,,,,,1,,,,,,,2024-10-29 20:30:01.040000,,,,,,,No especificado,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,SEBIS,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
ADH PAPEL BLANCO 2X10 YSDS SEBIS,SH24101,,,,,,,,1,,,,,,,2024-10-29 20:30:01.040000,,,,,,,No especificado,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,SEBIS,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
"Sinaler M 5mg/10mg tabletas, caja con 30 unidades (Aless)",SINT-BIOGENETICA-7597758001340,,,,,,,,30,,,,,,,2026-06-19 20:55:22.643333,,,Sinaler M,5mg/10mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Aless,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Desprad-Duo 5mg/10mg comprimidos x 10,SINT-BIOGENETICA-791466995541,,,,,,,,10,,,,,,,2026-06-19 20:55:22.643333,,,Desprad-Duo,5mg/10mg,Comprimido,,,,,,,,,,,,,,10 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Fitomenadiona 10mg/1ml ampolla inyectable,SINT-CRISTMEDICAL-AMP00203,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Fitomenadiona,10mg/1ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,,,,1ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ceftazidima 1g inyectable (Mifar),SINT-CRISTMEDICAL-AMP00421,,,,,,,,1,,,,,,,2026-06-19 22:05:40.840000,,,Ceftazidima,1g,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Mifar,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Oxitocina 10 UI/mL ampolla inyectable,SINT-CRISTMEDICAL-AMP00488,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Oxitocina,10 UI/mL,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Complejo B inyectable 3ml (Zakimed),SINT-CRISTMEDICAL-AMP00665,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Complejo B,,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Zakimed,,,3ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Vancomicina 500mg inyectable,SINT-CRISTMEDICAL-AMP00751,,,,,,,,1,,,,,,,2026-06-19 22:05:40.840000,,,Vancomicina,500mg,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Complejo B inyectable 3ml,SINT-CRISTMEDICAL-AMP00761,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Complejo B,,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,3ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Triamcinolona 10mg/ml inyectable 5ml,SINT-CRISTMEDICAL-AMP00767,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Triamcinolona,10mg/ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,5ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Paracetamol 1g/100ml solución inyectable,SINT-CRISTMEDICAL-AMP00785,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Paracetamol,1g/100ml,Solución inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,100ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Bromuro de Hioscina 20mg/1ml inyectable (MIFAR),SINT-CRISTMEDICAL-AMP00923,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Bromuro de Hioscina,20mg/1ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,MIFAR,,,1ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Diclofenaco Sódico 75mg/3ml inyectable,SINT-CRISTMEDICAL-AMP00949,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,Diclofenaco Sódico,75mg/3ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,3ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
N-Acetilcisteína 200mg/ml ampolla inyectable 10ml,SINT-CRISTMEDICAL-AMP01008,,,,,,,,1,,,,,,,2026-06-19 20:55:22.643333,,,N-Acetilcisteína,200mg/ml,Inyectable,,,,,,,,,,,,,,1 ampolla,,,,IA_FULL_ATTR_V1,,,,,,,,,,10ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
